invid,classid,description,description,qty,tot,subclassid,name1,desc,i_desc,firsttransaction,sequence,txn_date
11037,SERV,Services,Cremation ,2,591.00,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn >45.5kg ,Cremation Private with Complimentary Urn,1477746,8,1/31/2026 19:14:15:897
11037,SERV,Services,Cremation ,1,295.50,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn >45.5kg ,Cremation Private with Complimentary Urn,1485086,8,2/28/2026 19:09:20:447
11037,SERV,Services,Cremation ,1,295.50,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn >45.5kg ,Cremation Private with Complimentary Urn,1435299,8,7/31/2025 18:27:44:508
11037,SERV,Services,Cremation ,2,591.00,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn >45.5kg ,Cremation Private with Complimentary Urn,1471068,8,12/31/2025 18:16:10:824
11037,SERV,Services,Cremation ,1,295.50,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn >45.5kg ,Cremation Private with Complimentary Urn,1464415,8,11/29/2025 18:45:33:008
11037,SERV,Services,Cremation ,1,295.50,CRE,Tudor Glen Veterinary Hospital,Cremation Private + Comp Urn >45.5kg ,Cremation Private with Complimentary Urn,1413429,8,4/30/2025 18:37:16:465
53419,SERV,Services,Cremation ,1,185.00,CRE,Tudor Glen Veterinary Hospital,Lasting Paws Contour Collection,,1449426,1,9/30/2025 18:33:25:34
53419,SERV,Services,Cremation ,1,185.00,CRE,Tudor Glen Veterinary Hospital,Lasting Paws Contour Collection,,1435299,1,7/31/2025 18:27:44:508
53420,SERV,Services,Cremation ,1,185.00,CRE,Tudor Glen Veterinary Hospital,Lasting Paws Natural Collection,,1477746,1,1/31/2026 19:14:15:897
53420,SERV,Services,Cremation ,1,185.00,CRE,Tudor Glen Veterinary Hospital,Lasting Paws Natural Collection,,1471068,1,12/31/2025 18:16:10:824
53420,SERV,Services,Cremation ,2,370.00,CRE,Tudor Glen Veterinary Hospital,Lasting Paws Natural Collection,,1413429,1,4/30/2025 18:37:16:465
53420,SERV,Services,Cremation ,1,185.00,CRE,Tudor Glen Veterinary Hospital,Lasting Paws Natural Collection,,1485086,1,2/28/2026 19:09:20:447
53421,SERV,Services,Cremation ,1,185.00,CRE,Tudor Glen Veterinary Hospital,Lasting Paws Vibrant Collection,,1485086,1,2/28/2026 19:09:20:447
53421,SERV,Services,Cremation ,2,370.00,CRE,Tudor Glen Veterinary Hospital,Lasting Paws Vibrant Collection,,1464415,1,11/29/2025 18:45:33:008
53421,SERV,Services,Cremation ,1,185.00,CRE,Tudor Glen Veterinary Hospital,Lasting Paws Vibrant Collection,,1456759,1,10/31/2025 18:15:33:419
53429,SERV,Services,Cremation ,1,194.00,CRE,Tudor Glen Veterinary Hospital,Gateway Cozy Cat Urn,Cozy Cat Urn,1449426,1,9/30/2025 18:33:25:34
53439,SERV,Services,Cremation ,1,399.00,CRE,Tudor Glen Veterinary Hospital,Gateway Elegant Photo Urn,Elegant Photo Urn,1456759,1,10/31/2025 18:15:33:419
53439,SERV,Services,Cremation ,1,399.00,CRE,Tudor Glen Veterinary Hospital,Gateway Elegant Photo Urn,Elegant Photo Urn,1420600,1,5/31/2025 18:04:44:559
53442,SERV,Services,Cremation ,1,421.00,CRE,Tudor Glen Veterinary Hospital,Gateway Everlasting Rock,Everlasting Rock ,1406169,1,3/31/2025 18:16:31:852
53451,SERV,Services,Cremation ,1,11.70,CRE,Tudor Glen Veterinary Hospital,Gateway Paw Print Stand ,PAw Print Stand,1464415,1,11/29/2025 18:45:33:008
53451,SERV,Services,Cremation ,1,18.00,CRE,Tudor Glen Veterinary Hospital,Gateway Paw Print Stand ,PAw Print Stand,1485086,1,2/28/2026 19:09:20:447
53454,SERV,Services,Cremation ,1,333.00,CRE,Tudor Glen Veterinary Hospital,Gateway Paw Urn Pendant Gold,Paw Urn Pendant Gold,1406169,1,3/31/2025 18:16:31:852
53465,SERV,Services,Cremation ,1,221.00,CRE,Tudor Glen Veterinary Hospital,Gateway Table Top Photo Paw Print Urn,Table Tp Photo Paw Print Urn,1406169,1,3/31/2025 18:16:31:852
53467,SERV,Services,Cremation ,2,480.00,CRE,Tudor Glen Veterinary Hospital,Precious Paws Custom,Precious Paws,1477746,2,1/31/2026 19:14:15:897
53467,SERV,Services,Cremation ,1,185.00,CRE,Tudor Glen Veterinary Hospital,Lasting Paws Precious Paws,,1427983,1,6/30/2025 18:30:05:565
53483,SERV,Services,Cremation ,1,38.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving Standard Urn 4 Lines,Engraving Standard Urn 1 Line,1406169,2,3/31/2025 18:16:31:852
53488,SERV,Services,Cremation ,2,76.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving Nameplate,Engraving Nameplate,1406169,1,3/31/2025 18:16:31:852
53488,SERV,Services,Cremation ,2,76.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving Nameplate,Engraving Nameplate,1456759,1,10/31/2025 18:15:33:419
53488,SERV,Services,Cremation ,1,38.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving Nameplate,Engraving Nameplate,1413429,1,4/30/2025 18:37:16:465
53488,SERV,Services,Cremation ,1,38.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving Nameplate,Engraving Nameplate,1449426,1,9/30/2025 18:33:25:34
53489,SERV,Services,Cremation ,1,24.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving on Wood Urn 1 Line,Engraving on Wood Urn 1 Line,1471068,3,12/31/2025 18:16:10:824
53489,SERV,Services,Cremation ,2,48.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving on Wood Urn 1 Line,Engraving on Wood Urn 1 Line,1420600,3,5/31/2025 18:04:44:559
53489,SERV,Services,Cremation ,1,24.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving on Wood Urn 1 Line,Engraving on Wood Urn 1 Line,1406169,3,3/31/2025 18:16:31:852
53489,SERV,Services,Cremation ,1,24.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving on Wood Urn 1 Line,Engraving on Wood Urn 1 Line,1449426,3,9/30/2025 18:33:25:34
53489,SERV,Services,Cremation ,4,96.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving on Wood Urn 1 Line,Engraving on Wood Urn 1 Line,1485086,3,2/28/2026 19:09:20:447
53489,SERV,Services,Cremation ,2,48.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving on Wood Urn 1 Line,Engraving on Wood Urn 1 Line,1427983,3,6/30/2025 18:30:05:565
53489,SERV,Services,Cremation ,2,48.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving on Wood Urn 1 Line,Engraving on Wood Urn 1 Line,1477746,3,1/31/2026 19:14:15:897
53489,SERV,Services,Cremation ,1,24.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving on Wood Urn 1 Line,Engraving on Wood Urn 1 Line,1456759,3,10/31/2025 18:15:33:419
53489,SERV,Services,Cremation ,1,24.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving on Wood Urn 1 Line,Engraving on Wood Urn 1 Line,1464415,3,11/29/2025 18:45:33:008
53489,SERV,Services,Cremation ,1,24.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving on Wood Urn 1 Line,Engraving on Wood Urn 1 Line,1442263,3,8/30/2025 17:35:05:993
53490,SERV,Services,Cremation ,2,48.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving Standard Urn 1 Line,Engraving on Standard Urn 1 Line,1485086,1,2/28/2026 19:09:20:447
53490,SERV,Services,Cremation ,5,120.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving Standard Urn 1 Line,Engraving on Standard Urn 1 Line,1477746,1,1/31/2026 19:14:15:897
53490,SERV,Services,Cremation ,3,72.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving Standard Urn 1 Line,Engraving on Standard Urn 1 Line,1456759,1,10/31/2025 18:15:33:419
53490,SERV,Services,Cremation ,3,72.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving Standard Urn 1 Line,Engraving on Standard Urn 1 Line,1464415,1,11/29/2025 18:45:33:008
53490,SERV,Services,Cremation ,1,24.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving Standard Urn 1 Line,Engraving on Standard Urn 1 Line,1471068,1,12/31/2025 18:16:10:824
53490,SERV,Services,Cremation ,1,24.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving Standard Urn 1 Line,Engraving on Standard Urn 1 Line,1442263,1,8/30/2025 17:35:05:993
53490,SERV,Services,Cremation ,2,48.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving Standard Urn 1 Line,Engraving on Standard Urn 1 Line,1435299,1,7/31/2025 18:27:44:508
53490,SERV,Services,Cremation ,6,144.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving Standard Urn 1 Line,Engraving on Standard Urn 1 Line,1427983,1,6/30/2025 18:30:05:565
53490,SERV,Services,Cremation ,2,48.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving Standard Urn 1 Line,Engraving on Standard Urn 1 Line,1420600,1,5/31/2025 18:04:44:559
53490,SERV,Services,Cremation ,1,24.00,CRE,Tudor Glen Veterinary Hospital,Gateway Engraving Standard Urn 1 Line,Engraving on Standard Urn 1 Line,1413429,1,4/30/2025 18:37:16:465
53573,SERV,Services,Cremation ,1,235.50,CRE,Tudor Glen Veterinary Hospital,Cremation Private 1 - 9.9kg,,1413429,3,4/30/2025 18:37:16:465
53573,SERV,Services,Cremation ,1,235.50,CRE,Tudor Glen Veterinary Hospital,Cremation Private 1 - 9.9kg,,1420600,3,5/31/2025 18:04:44:559
53573,SERV,Services,Cremation ,3,706.50,CRE,Tudor Glen Veterinary Hospital,Cremation Private 1 - 9.9kg,,1456759,3,10/31/2025 18:15:33:419
53573,SERV,Services,Cremation ,2,471.00,CRE,Tudor Glen Veterinary Hospital,Cremation Private 1 - 9.9kg,,1449426,3,9/30/2025 18:33:25:34
53573,SERV,Services,Cremation ,1,235.50,CRE,Tudor Glen Veterinary Hospital,Cremation Private 1 - 9.9kg,,1427983,3,6/30/2025 18:30:05:565
53573,SERV,Services,Cremation ,1,235.50,CRE,Tudor Glen Veterinary Hospital,Cremation Private 1 - 9.9kg,,1406169,3,3/31/2025 18:16:31:852
53573,SERV,Services,Cremation ,2,471.00,CRE,Tudor Glen Veterinary Hospital,Cremation Private 1 - 9.9kg,,1464415,3,11/29/2025 18:45:33:008
55536,SERV,Services,Cremation ,1,107.00,CRE,Tudor Glen Veterinary Hospital,Precious Paws,,1464415,1,11/29/2025 18:45:33:008
55536,SERV,Services,Cremation ,1,126.00,CRE,Tudor Glen Veterinary Hospital,Precious Paws,,1485086,1,2/28/2026 19:09:20:447
55536,SERV,Services,Cremation ,1,126.00,CRE,Tudor Glen Veterinary Hospital,Precious Paws,,1477746,1,1/31/2026 19:14:15:897
EXOCR,SERV,Services,Cremation ,1,142.50,CRE,Tudor Glen Veterinary Hospital,Exotic Cremation and Complimentary Urn,,1420600,9,5/31/2025 18:04:44:559
JWL002G,SERV,Services,Cremation ,1,209.00,CRE,Tudor Glen Veterinary Hospital,Gateway Box Chain Gold 24",Box Chain Gold 24",1406169,2,3/31/2025 18:16:31:852
PAW008,SERV,Services,Cremation ,1,73.00,CRE,Tudor Glen Veterinary Hospital,Gateway Memorial Clay Paw Print,Memorial Clay Paw Print,1435299,3,7/31/2025 18:27:44:508
PAW008,SERV,Services,Cremation ,6,438.00,CRE,Tudor Glen Veterinary Hospital,Gateway Memorial Clay Paw Print,Memorial Clay Paw Print,1406169,3,3/31/2025 18:16:31:852
PAW008,SERV,Services,Cremation ,1,73.00,CRE,Tudor Glen Veterinary Hospital,Gateway Memorial Clay Paw Print,Memorial Clay Paw Print,1420600,3,5/31/2025 18:04:44:559
PAW008,SERV,Services,Cremation ,1,73.00,CRE,Tudor Glen Veterinary Hospital,Gateway Memorial Clay Paw Print,Memorial Clay Paw Print,1471068,3,12/31/2025 18:16:10:824
PAW008,SERV,Services,Cremation ,1,73.00,CRE,Tudor Glen Veterinary Hospital,Gateway Memorial Clay Paw Print,Memorial Clay Paw Print,1449426,3,9/30/2025 18:33:25:34
PAW008,SERV,Services,Cremation ,1,73.00,CRE,Tudor Glen Veterinary Hospital,Gateway Memorial Clay Paw Print,Memorial Clay Paw Print,1485086,3,2/28/2026 19:09:20:447
PAW008,SERV,Services,Cremation ,1,73.00,CRE,Tudor Glen Veterinary Hospital,Gateway Memorial Clay Paw Print,Memorial Clay Paw Print,1464415,3,11/29/2025 18:45:33:008
PAW008,SERV,Services,Cremation ,1,73.00,CRE,Tudor Glen Veterinary Hospital,Gateway Memorial Clay Paw Print,Memorial Clay Paw Print,1442263,3,8/30/2025 17:35:05:993
PER189,SERV,Services,Cremation ,1,11.00,CRE,Tudor Glen Veterinary Hospital,Gateway Memorial Clay Personalization,Memorial Clay Personalization,1406169,1,3/31/2025 18:16:31:852
PER189,SERV,Services,Cremation ,1,11.00,CRE,Tudor Glen Veterinary Hospital,Gateway Memorial Clay Personalization,Memorial Clay Personalization,1442263,1,8/30/2025 17:35:05:993
PER189,SERV,Services,Cremation ,1,11.00,CRE,Tudor Glen Veterinary Hospital,Gateway Memorial Clay Personalization,Memorial Clay Personalization,1464415,1,11/29/2025 18:45:33:008
PER189,SERV,Services,Cremation ,1,11.00,CRE,Tudor Glen Veterinary Hospital,Gateway Memorial Clay Personalization,Memorial Clay Personalization,1471068,1,12/31/2025 18:16:10:824
19065,SERV,Services,Dentals,8,276.00,DENT,Tudor Glen Veterinary Hospital,Crown Amputation,,1420600,3,5/31/2025 18:04:44:559
19065,SERV,Services,Dentals,4,138.00,DENT,Tudor Glen Veterinary Hospital,Crown Amputation,,1464415,3,11/29/2025 18:45:33:008
19065,SERV,Services,Dentals,1,34.50,DENT,Tudor Glen Veterinary Hospital,Crown Amputation,,1427983,3,6/30/2025 18:30:05:565
19065,SERV,Services,Dentals,3,103.50,DENT,Tudor Glen Veterinary Hospital,Crown Amputation,,1449426,3,9/30/2025 18:33:25:34
19065,SERV,Services,Dentals,2,69.00,DENT,Tudor Glen Veterinary Hospital,Crown Amputation,,1435299,3,7/31/2025 18:27:44:508
19065,SERV,Services,Dentals,1,51.50,DENT,Tudor Glen Veterinary Hospital,Crown Amputation,,1477746,4,1/31/2026 19:14:15:897
19065,SERV,Services,Dentals,3,154.50,DENT,Tudor Glen Veterinary Hospital,Crown Amputation,,1485086,4,2/28/2026 19:09:20:447
19065,SERV,Services,Dentals,3,154.50,DENT,Tudor Glen Veterinary Hospital,Crown Amputation,,1471068,4,12/31/2025 18:16:10:824
19065,SERV,Services,Dentals,1,34.50,DENT,Tudor Glen Veterinary Hospital,Crown Amputation,,1456759,3,10/31/2025 18:15:33:419
19066,SERV,Services,Dentals,1,112.50,DENT,Tudor Glen Veterinary Hospital,Crown Amputation - Canine Tooth,,1477746,3,1/31/2026 19:14:15:897
19066,SERV,Services,Dentals,1,112.50,DENT,Tudor Glen Veterinary Hospital,Crown Amputation - Canine Tooth,,1427983,3,6/30/2025 18:30:05:565
19066,SERV,Services,Dentals,1,112.50,DENT,Tudor Glen Veterinary Hospital,Crown Amputation - Canine Tooth,,1456759,3,10/31/2025 18:15:33:419
19066,SERV,Services,Dentals,2,225.00,DENT,Tudor Glen Veterinary Hospital,Crown Amputation - Canine Tooth,,1435299,3,7/31/2025 18:27:44:508
19066,SERV,Services,Dentals,2,225.00,DENT,Tudor Glen Veterinary Hospital,Crown Amputation - Canine Tooth,,1449426,3,9/30/2025 18:33:25:34
4269,SERV,Services,Dentals,13,-975.00,DENT,Tudor Glen Veterinary Hospital,Dental Promotion,,1435299,2,7/31/2025 18:27:44:508
4269,SERV,Services,Dentals,24,-2400.00,DENT,Tudor Glen Veterinary Hospital,Dental Promotion,,1406169,2,3/31/2025 18:16:31:852
4269,SERV,Services,Dentals,6,-450.00,DENT,Tudor Glen Veterinary Hospital,Dental Promotion,,1420600,2,5/31/2025 18:04:44:559
4269,SERV,Services,Dentals,8,-600.00,DENT,Tudor Glen Veterinary Hospital,Dental Promotion,,1427983,2,6/30/2025 18:30:05:565
4269,SERV,Services,Dentals,-71,-300.00,DENT,Tudor Glen Veterinary Hospital,Dental Promotion,,1456759,2,10/31/2025 18:15:33:419
4269,SERV,Services,Dentals,7,-575.00,DENT,Tudor Glen Veterinary Hospital,Dental Promotion,,1413429,2,4/30/2025 18:37:16:465
4269,SERV,Services,Dentals,4,-450.00,DENT,Tudor Glen Veterinary Hospital,Dental Promotion,,1464415,2,11/29/2025 18:45:33:008
4269,SERV,Services,Dentals,15,-1125.00,DENT,Tudor Glen Veterinary Hospital,Dental Promotion,,1477746,2,1/31/2026 19:14:15:897
4269,SERV,Services,Dentals,12,-900.00,DENT,Tudor Glen Veterinary Hospital,Dental Promotion,,1485086,2,2/28/2026 19:09:20:447
4269,SERV,Services,Dentals,7,-525.00,DENT,Tudor Glen Veterinary Hospital,Dental Promotion,,1442263,2,8/30/2025 17:35:05:993
4269,SERV,Services,Dentals,10,-750.00,DENT,Tudor Glen Veterinary Hospital,Dental Promotion,,1449426,2,9/30/2025 18:33:25:34
4269,SERV,Services,Dentals,11,-825.00,DENT,Tudor Glen Veterinary Hospital,Dental Promotion,,1471068,2,12/31/2025 18:16:10:824
52171,SERV,Services,Dentals,2,60.00,DENT,Tudor Glen Veterinary Hospital,Urinalysis Stick,,1485086,1,2/28/2026 19:09:20:447
52171,SERV,Services,Dentals,1,30.00,DENT,Tudor Glen Veterinary Hospital,Urinalysis Stick,,1427983,1,6/30/2025 18:30:05:565
52171,SERV,Services,Dentals,1,30.00,DENT,Tudor Glen Veterinary Hospital,Urinalysis Stick,,1420600,1,5/31/2025 18:04:44:559
52171,SERV,Services,Dentals,1,30.00,DENT,Tudor Glen Veterinary Hospital,Urinalysis Stick,,1456759,1,10/31/2025 18:15:33:419
57238,SERV,Services,Dentals,1,50.00,DENT,Tudor Glen Veterinary Hospital,Periovive Hyaluronic Acid Treatment,,1477746,1,1/31/2026 19:14:15:897
57238,SERV,Services,Dentals,2,100.00,DENT,Tudor Glen Veterinary Hospital,Periovive Hyaluronic Acid Treatment,,1485086,1,2/28/2026 19:09:20:447
CHART,SERV,Services,Dentals,16,0,DENT,Tudor Glen Veterinary Hospital,Dental Charting,Dental Charting,1449426,3,9/30/2025 18:33:25:34
CHART,SERV,Services,Dentals,21,0,DENT,Tudor Glen Veterinary Hospital,Dental Charting,Dental Charting,1477746,3,1/31/2026 19:14:15:897
CHART,SERV,Services,Dentals,24,0,DENT,Tudor Glen Veterinary Hospital,Dental Charting,Dental Charting,1485086,3,2/28/2026 19:09:20:447
CHART,SERV,Services,Dentals,9,0,DENT,Tudor Glen Veterinary Hospital,Dental Charting,Dental Charting,1442263,3,8/30/2025 17:35:05:993
CHART,SERV,Services,Dentals,18,0,DENT,Tudor Glen Veterinary Hospital,Dental Charting,Dental Charting,1435299,3,7/31/2025 18:27:44:508
CHART,SERV,Services,Dentals,22,0,DENT,Tudor Glen Veterinary Hospital,Dental Charting,Dental Charting,1471068,3,12/31/2025 18:16:10:824
CHART,SERV,Services,Dentals,16,0,DENT,Tudor Glen Veterinary Hospital,Dental Charting,Dental Charting,1464415,3,11/29/2025 18:45:33:008
CHART,SERV,Services,Dentals,25,0,DENT,Tudor Glen Veterinary Hospital,Dental Charting,Dental Charting,1406169,3,3/31/2025 18:16:31:852
CHART,SERV,Services,Dentals,15,0,DENT,Tudor Glen Veterinary Hospital,Dental Charting,Dental Charting,1456759,3,10/31/2025 18:15:33:419
CHART,SERV,Services,Dentals,17,0,DENT,Tudor Glen Veterinary Hospital,Dental Charting,Dental Charting,1427983,3,6/30/2025 18:30:05:565
CHART,SERV,Services,Dentals,23,0,DENT,Tudor Glen Veterinary Hospital,Dental Charting,Dental Charting,1413429,3,4/30/2025 18:37:16:465
CHART,SERV,Services,Dentals,18,0,DENT,Tudor Glen Veterinary Hospital,Dental Charting,Dental Charting,1420600,3,5/31/2025 18:04:44:559
DENBL,SERV,Services,Dentals,51,4406.40,DENT,Tudor Glen Veterinary Hospital,Dental Block / quadrant,Dental Block / quadrant,1477746,10,1/31/2026 19:14:15:897
DENBL,SERV,Services,Dentals,20,1728.00,DENT,Tudor Glen Veterinary Hospital,Dental Block / quadrant,Dental Block / quadrant,1442263,10,8/30/2025 17:35:05:993
DENBL,SERV,Services,Dentals,36,3110.40,DENT,Tudor Glen Veterinary Hospital,Dental Block / quadrant,Dental Block / quadrant,1464415,10,11/29/2025 18:45:33:008
DENBL,SERV,Services,Dentals,35,3024.00,DENT,Tudor Glen Veterinary Hospital,Dental Block / quadrant,Dental Block / quadrant,1435299,10,7/31/2025 18:27:44:508
DENBL,SERV,Services,Dentals,33,2851.20,DENT,Tudor Glen Veterinary Hospital,Dental Block / quadrant,Dental Block / quadrant,1449426,10,9/30/2025 18:33:25:34
DENBL,SERV,Services,Dentals,43,3715.20,DENT,Tudor Glen Veterinary Hospital,Dental Block / quadrant,Dental Block / quadrant,1471068,10,12/31/2025 18:16:10:824
DENBL,SERV,Services,Dentals,40,3456.00,DENT,Tudor Glen Veterinary Hospital,Dental Block / quadrant,Dental Block / quadrant,1427983,10,6/30/2025 18:30:05:565
DENBL,SERV,Services,Dentals,39,3369.60,DENT,Tudor Glen Veterinary Hospital,Dental Block / quadrant,Dental Block / quadrant,1406169,10,3/31/2025 18:16:31:852
DENBL,SERV,Services,Dentals,31,2678.40,DENT,Tudor Glen Veterinary Hospital,Dental Block / quadrant,Dental Block / quadrant,1456759,10,10/31/2025 18:15:33:419
DENBL,SERV,Services,Dentals,38,3283.20,DENT,Tudor Glen Veterinary Hospital,Dental Block / quadrant,Dental Block / quadrant,1420600,10,5/31/2025 18:04:44:559
DENBL,SERV,Services,Dentals,44,3801.60,DENT,Tudor Glen Veterinary Hospital,Dental Block / quadrant,Dental Block / quadrant,1485086,10,2/28/2026 19:09:20:447
DENBL,SERV,Services,Dentals,47,4060.80,DENT,Tudor Glen Veterinary Hospital,Dental Block / quadrant,Dental Block / quadrant,1413429,10,4/30/2025 18:37:16:465
DENRX7,SERV,Services,Dentals,2,390.00,DENT,Tudor Glen Veterinary Hospital,Extractions - Canine Tooth,Extractions - Canine Tooth,1406169,6,3/31/2025 18:16:31:852
DENRX7,SERV,Services,Dentals,4,780.00,DENT,Tudor Glen Veterinary Hospital,Extractions - Canine Tooth,Extractions - Canine Tooth,1477746,6,1/31/2026 19:14:15:897
DENRX7,SERV,Services,Dentals,8,1560.00,DENT,Tudor Glen Veterinary Hospital,Extractions - Canine Tooth,Extractions - Canine Tooth,1427983,6,6/30/2025 18:30:05:565
DENRX7,SERV,Services,Dentals,3,585.00,DENT,Tudor Glen Veterinary Hospital,Extractions - Canine Tooth,Extractions - Canine Tooth,1413429,6,4/30/2025 18:37:16:465
DENRX7,SERV,Services,Dentals,9,1755.00,DENT,Tudor Glen Veterinary Hospital,Extractions - Canine Tooth,Extractions - Canine Tooth,1456759,6,10/31/2025 18:15:33:419
DENRX7,SERV,Services,Dentals,1,195.00,DENT,Tudor Glen Veterinary Hospital,Extractions - Canine Tooth,Extractions - Canine Tooth,1435299,6,7/31/2025 18:27:44:508
DENRX7,SERV,Services,Dentals,5,975.00,DENT,Tudor Glen Veterinary Hospital,Extractions - Canine Tooth,Extractions - Canine Tooth,1449426,6,9/30/2025 18:33:25:34
